"Town","FIPS","Year","Gender","Measure Type","Variable","Value"
"South Windsor","0900371390","2006-2010","Female","Percent","Employed or Enrolled Youth",100
"South Windsor","0900371390","2006-2010","Female","Percent","Margins of Error",44.66
"South Windsor","0900371390","2006-2010","Male","Number","Employed or Enrolled Youth",840
"South Windsor","0900371390","2006-2010","Male","Number","Margins of Error",234
"South Windsor","0900371390","2006-2010","Male","Percent","Employed or Enrolled Youth",91.01
"South Windsor","0900371390","2006-2010","Male","Percent","Margins of Error",32.67
"South Windsor","0900371390","2007-2011","Total","Number","Employed or Enrolled Youth",1438
"South Windsor","0900371390","2007-2011","Total","Number","Margins of Error",293
"South Windsor","0900371390","2007-2011","Total","Percent","Employed or Enrolled Youth",94.11
"South Windsor","0900371390","2007-2011","Total","Percent","Margins of Error",25.07
"South Windsor","0900371390","2007-2011","Female","Number","Employed or Enrolled Youth",497
"South Windsor","0900371390","2007-2011","Female","Number","Margins of Error",171
"South Windsor","0900371390","2007-2011","Female","Percent","Employed or Enrolled Youth",100
"South Windsor","0900371390","2007-2011","Female","Percent","Margins of Error",44.81
"South Windsor","0900371390","2007-2011","Male","Number","Employed or Enrolled Youth",941
"South Windsor","0900371390","2007-2011","Male","Number","Margins of Error",238
"South Windsor","0900371390","2007-2011","Male","Percent","Employed or Enrolled Youth",91.27
"South Windsor","0900371390","2007-2011","Male","Percent","Margins of Error",30.05
"South Windsor","0900371390","2008-2012","Total","Number","Employed or Enrolled Youth",1426
"South Windsor","0900371390","2008-2012","Total","Number","Margins of Error",241
"South Windsor","0900371390","2008-2012","Total","Percent","Employed or Enrolled Youth",97.21
"South Windsor","0900371390","2008-2012","Total","Percent","Margins of Error",22.65
"South Windsor","0900371390","2008-2012","Female","Number","Employed or Enrolled Youth",476
"South Windsor","0900371390","2008-2012","Female","Number","Margins of Error",139
"South Windsor","0900371390","2008-2012","Female","Percent","Employed or Enrolled Youth",100
"South Windsor","0900371390","2008-2012","Female","Percent","Margins of Error",40.92
"South Windsor","0900371390","2008-2012","Male","Number","Employed or Enrolled Youth",950
"South Windsor","0900371390","2008-2012","Male","Number","Margins of Error",197
"South Windsor","0900371390","2008-2012","Male","Percent","Employed or Enrolled Youth",95.86
"South Windsor","0900371390","2008-2012","Male","Percent","Margins of Error",28.28
"South Windsor","0900371390","2009-2013","Total","Number","Employed or Enrolled Youth",1381
"South Windsor","0900371390","2009-2013","Total","Number","Margins of Error",242
"South Windsor","0900371390","2009-2013","Total","Percent","Employed or Enrolled Youth",98.08
"South Windsor","0900371390","2009-2013","Total","Percent","Margins of Error",23.22
"South Windsor","0900371390","2009-2013","Female","Number","Employed or Enrolled Youth",412
"South Windsor","0900371390","2009-2013","Female","Number","Margins of Error",112
"South Windsor","0900371390","2009-2013","Female","Percent","Employed or Enrolled Youth",100
"South Windsor","0900371390","2009-2013","Female","Percent","Margins of Error",37.92
"South Windsor","0900371390","2009-2013","Male","Number","Employed or Enrolled Youth",969
"South Windsor","0900371390","2009-2013","Male","Number","Margins of Error",215
"South Windsor","0900371390","2009-2013","Male","Percent","Employed or Enrolled Youth",97.29
"South Windsor","0900371390","2009-2013","Male","Percent","Margins of Error",30.09
"South Windsor","0900371390","2010-2014","Total","Number","Employed or Enrolled Youth",1404
"South Windsor","0900371390","2010-2014","Total","Number","Margins of Error",288
"South Windsor","0900371390","2010-2014","Total","Percent","Employed or Enrolled Youth",100
"South Windsor","0900371390","2010-2014","Total","Percent","Margins of Error",29.4
"South Windsor","0900371390","2010-2014","Female","Number","Employed or Enrolled Youth",530
"South Windsor","0900371390","2010-2014","Female","Number","Margins of Error",159
"South Windsor","0900371390","2010-2014","Female","Percent","Employed or Enrolled Youth",100
"South Windsor","0900371390","2010-2014","Female","Percent","Margins of Error",42.07
"South Windsor","0900371390","2010-2014","Male","Number","Employed or Enrolled Youth",874
"South Windsor","0900371390","2010-2014","Male","Number","Margins of Error",240
"South Windsor","0900371390","2010-2014","Male","Percent","Employed or Enrolled Youth",100
"South Windsor","0900371390","2010-2014","Male","Percent","Margins of Error",38.72
"South Windsor","0900371390","2011-2015","Total","Number","Employed or Enrolled Youth",1571
"South Windsor","0900371390","2011-2015","Total","Number","Margins of Error",322
"South Windsor","0900371390","2011-2015","Total","Percent","Employed or Enrolled Youth",99.24
"South Windsor","0900371390","2011-2015","Total","Percent","Margins of Error",27.79
"South Windsor","0900371390","2011-2015","Female","Number","Employed or Enrolled Youth",715
"South Windsor","0900371390","2011-2015","Female","Number","Margins of Error",180
"South Windsor","0900371390","2011-2015","Female","Percent","Employed or Enrolled Youth",98.35
"South Windsor","0900371390","2011-2015","Female","Percent","Margins of Error",34.64
"South Windsor","0900371390","2011-2015","Male","Number","Employed or Enrolled Youth",856
"South Windsor","0900371390","2011-2015","Male","Number","Margins of Error",267
"South Windsor","0900371390","2011-2015","Male","Percent","Employed or Enrolled Youth",100
"South Windsor","0900371390","2011-2015","Male","Percent","Margins of Error",44.1
"South Windsor","0900371390","2012-2016","Total","Number","Employed or Enrolled Youth",1580
"South Windsor","0900371390","2012-2016","Total","Number","Margins of Error",288
"South Windsor","0900371390","2012-2016","Total","Percent","Employed or Enrolled Youth",99.25
"South Windsor","0900371390","2012-2016","Total","Percent","Margins of Error",24.08
"South Windsor","0900371390","2012-2016","Female","Number","Employed or Enrolled Youth",822
"South Windsor","0900371390","2012-2016","Female","Number","Margins of Error",187
"South Windsor","0900371390","2012-2016","Female","Percent","Employed or Enrolled Youth",98.56
"South Windsor","0900371390","2012-2016","Female","Percent","Margins of Error",31.36
"South Windsor","0900371390","2012-2016","Male","Number","Employed or Enrolled Youth",758
"South Windsor","0900371390","2012-2016","Male","Number","Margins of Error",219
"South Windsor","0900371390","2012-2016","Male","Percent","Employed or Enrolled Youth",100
"South Windsor","0900371390","2012-2016","Male","Percent","Margins of Error",40.26
"South Windsor","0900371390","2013-2017","Total","Number","Employed or Enrolled Youth",1507
"South Windsor","0900371390","2013-2017","Total","Number","Margins of Error",294
"South Windsor","0900371390","2013-2017","Total","Percent","Employed or Enrolled Youth",99.14
"South Windsor","0900371390","2013-2017","Total","Percent","Margins of Error",27.32
"South Windsor","0900371390","2013-2017","Female","Number","Employed or Enrolled Youth",807
"South Windsor","0900371390","2013-2017","Female","Number","Margins of Error",188
"South Windsor","0900371390","2013-2017","Female","Percent","Employed or Enrolled Youth",98.41
"South Windsor","0900371390","2013-2017","Female","Percent","Margins of Error",32.12
"South Windsor","0900371390","2013-2017","Male","Number","Employed or Enrolled Youth",700
"South Windsor","0900371390","2013-2017","Male","Number","Margins of Error",226
"South Windsor","0900371390","2013-2017","Male","Percent","Employed or Enrolled Youth",100
"South Windsor","0900371390","2013-2017","Male","Percent","Margins of Error",45.69
"South Windsor","0900371390","2014-2018","Total","Number","Employed or Enrolled Youth",1581
"South Windsor","0900371390","2014-2018","Total","Number","Margins of Error",276
"South Windsor","0900371390","2014-2018","Total","Percent","Employed or Enrolled Youth",99.18
"South Windsor","0900371390","2014-2018","Total","Percent","Margins of Error",23.42
"South Windsor","0900371390","2014-2018","Female","Number","Employed or Enrolled Youth",941
"South Windsor","0900371390","2014-2018","Female","Number","Margins of Error",230
"South Windsor","0900371390","2014-2018","Female","Percent","Employed or Enrolled Youth",98.64
"South Windsor","0900371390","2014-2018","Female","Percent","Margins of Error",33.61
"South Windsor","0900371390","2014-2018","Male","Number","Employed or Enrolled Youth",640
"South Windsor","0900371390","2014-2018","Male","Number","Margins of Error",154
"South Windsor","0900371390","2014-2018","Male","Percent","Employed or Enrolled Youth",100
"South Windsor","0900371390","2014-2018","Male","Percent","Margins of Error",34.15
"Southbury","0900969640","2006-2010","Total","Number","Employed or Enrolled Youth",924
"Southbury","0900969640","2006-2010","Total","Number","Margins of Error",315
"Southbury","0900969640","2006-2010","Total","Percent","Employed or Enrolled Youth",89.71
"Southbury","0900969640","2006-2010","Total","Percent","Margins of Error",35.68
"Southbury","0900969640","2006-2010","Female","Number","Employed or Enrolled Youth",410
"Southbury","0900969640","2006-2010","Female","Number","Margins of Error",215
"Southbury","0900969640","2006-2010","Female","Percent","Employed or Enrolled Youth",87.61
"Southbury","0900969640","2006-2010","Female","Percent","Margins of Error",52.48
"Southbury","0900969640","2006-2010","Male","Number","Employed or Enrolled Youth",514
"Southbury","0900969640","2006-2010","Male","Number","Margins of Error",230
"Southbury","0900969640","2006-2010","Male","Percent","Employed or Enrolled Youth",91.46
"Southbury","0900969640","2006-2010","Male","Percent","Margins of Error",48.04
"Southbury","0900969640","2007-2011","Total","Number","Employed or Enrolled Youth",941
"Southbury","0900969640","2007-2011","Total","Number","Margins of Error",267
"Southbury","0900969640","2007-2011","Total","Percent","Employed or Enrolled Youth",87.13
"Southbury","0900969640","2007-2011","Total","Percent","Margins of Error",30.7
"Southbury","0900969640","2007-2011","Female","Number","Employed or Enrolled Youth",418
"Southbury","0900969640","2007-2011","Female","Number","Margins of Error",179
"Southbury","0900969640","2007-2011","Female","Percent","Employed or Enrolled Youth",84.79
"Southbury","0900969640","2007-2011","Female","Percent","Margins of Error",44.65
"Southbury","0900969640","2007-2011","Male","Number","Employed or Enrolled Youth",523
"Southbury","0900969640","2007-2011","Male","Number","Margins of Error",198
"Southbury","0900969640","2007-2011","Male","Percent","Employed or Enrolled Youth",89.1
"Southbury","0900969640","2007-2011","Male","Percent","Margins of Error",40.93
"Southbury","0900969640","2008-2012","Total","Number","Employed or Enrolled Youth",1023
"Southbury","0900969640","2008-2012","Total","Number","Margins of Error",228
"Southbury","0900969640","2008-2012","Total","Percent","Employed or Enrolled Youth",98.55
"Southbury","0900969640","2008-2012","Total","Percent","Margins of Error",30.71
"Southbury","0900969640","2008-2012","Female","Number","Employed or Enrolled Youth",464
"Southbury","0900969640","2008-2012","Female","Number","Margins of Error",154
"Southbury","0900969640","2008-2012","Female","Percent","Employed or Enrolled Youth",100
"Southbury","0900969640","2008-2012","Female","Percent","Margins of Error",46.69
"Southbury","0900969640","2008-2012","Male","Number","Employed or Enrolled Youth",559
"Southbury","0900969640","2008-2012","Male","Number","Margins of Error",168
"Southbury","0900969640","2008-2012","Male","Percent","Employed or Enrolled Youth",97.39
"Southbury","0900969640","2008-2012","Male","Percent","Margins of Error",41.07
"Southbury","0900969640","2009-2013","Total","Number","Employed or Enrolled Youth",893
"Southbury","0900969640","2009-2013","Total","Number","Margins of Error",200
"Southbury","0900969640","2009-2013","Total","Percent","Employed or Enrolled Youth",98.46
"Southbury","0900969640","2009-2013","Total","Percent","Margins of Error",31.9
"Southbury","0900969640","2009-2013","Female","Number","Employed or Enrolled Youth",435
"Southbury","0900969640","2009-2013","Female","Number","Margins of Error",141
"Southbury","0900969640","2009-2013","Female","Percent","Employed or Enrolled Youth",100
"Southbury","0900969640","2009-2013","Female","Percent","Margins of Error",45.69
"Southbury","0900969640","2009-2013","Male","Number","Employed or Enrolled Youth",458
"Southbury","0900969640","2009-2013","Male","Number","Margins of Error",142
"Southbury","0900969640","2009-2013","Male","Percent","Employed or Enrolled Youth",97.03
"Southbury","0900969640","2009-2013","Male","Percent","Margins of Error",42.69
"Southbury","0900969640","2010-2014","Total","Number","Employed or Enrolled Youth",892
"Southbury","0900969640","2010-2014","Total","Number","Margins of Error",195
"Southbury","0900969640","2010-2014","Total","Percent","Employed or Enrolled Youth",100
"Southbury","0900969640","2010-2014","Total","Percent","Margins of Error",31.94
"Southbury","0900969640","2010-2014","Female","Number","Employed or Enrolled Youth",462
"Southbury","0900969640","2010-2014","Female","Number","Margins of Error",143
"Southbury","0900969640","2010-2014","Female","Percent","Employed or Enrolled Youth",100
"Southbury","0900969640","2010-2014","Female","Percent","Margins of Error",44.7
"Southbury","0900969640","2010-2014","Male","Number","Employed or Enrolled Youth",430
"Southbury","0900969640","2010-2014","Male","Number","Margins of Error",132
"Southbury","0900969640","2010-2014","Male","Percent","Employed or Enrolled Youth",100
